,lam_2
0.549,0.7571009819882755
0.54975,0.7420641125706279
0.5505,0.7108254285191655
0.55125,0.7439669160590281
0.552,0.7295641685123921
0.55275,0.722956284383668
0.5535,0.7128935553751253
0.55425,0.7099441456603174
0.555,0.7071434058083012
0.55575,0.7413002115603822
0.5565,0.7206741665730045
0.55725,0.7147425033161178
0.558,0.718678738686646
0.55875,0.7178291602609604
0.5595,0.7076659424681561
0.56025,0.7350590142054202
0.561,0.7259116990322523
0.56175,0.6984354183246891
0.5625,0.711374217427422
0.56325,0.7137384422931757
0.5640000000000001,0.7278080979806973
0.56475,0.7317845344774627
0.5655,0.727278424392143
0.56625,0.6998563319485429
0.5670000000000001,0.7132840899154166
0.56775,0.7141251937670126
0.5685,0.7121406096493677
0.56925,0.6870845767626378
0.5700000000000001,0.7091232001668217
0.57075,0.6842695982345688
0.5715,0.6988919059634717
0.57225,0.7005995932216122
0.5730000000000001,0.690893399544727
0.57375,0.6814262926637857
0.5745,0.7106166437322136
0.57525,0.6850138579460422
0.5760000000000001,0.7162328228560527
0.57675,0.700974171606619
0.5775,0.6916855058839655
0.57825,0.6933177024855381
0.579,0.7024238974629429
0.57975,0.7102492534999735
0.5805,0.7185275496340031
0.58125,0.700380505797341
0.582,0.7015200061999042
0.58275,0.6824083397050128
0.5835,0.6900835148227453
0.58425,0.6781262119303847
0.585,0.6934726110015516
0.58575,0.6878622159419334
0.5865,0.6824141081148636
0.58725,0.7401967460089569
0.588,0.7398029416958629
0.58875,0.7268631980173893
0.5895,0.735826450502009
0.59025,0.7451463687565801
0.591,0.737763693252533
0.59175,0.7238470563568735
0.5925,0.7223999942785969
0.59325,0.7133816617977734
0.594,0.7423156929357472
0.59475,0.739270446877979
0.5955,0.7301342952672906
0.5962500000000001,0.7241306430560707
0.597,0.7311705621257755
0.59775,0.7123593546510028
0.5985,0.7236598118959983
0.5992500000000001,0.6940872498049712
0.6,0.6976996032909254
0.60075,0.701690716152597
0.6015,0.7001307180050548
0.6022500000000001,0.7155220487290883
0.603,0.7436481372657604
0.60375,0.7478888083590954
0.6045,0.7430714243853158
0.6052500000000001,0.7408691260715005
0.606,0.7454493890429189
0.60675,0.7639057407107864
0.6075,0.7590411533841558
0.60825,0.7792596983132195
0.609,0.7785077626758952
0.60975,0.7667027755297046
0.6105,0.7735505304960676
0.61125,0.7585124309437703
0.612,0.7718183815941435
0.61275,0.7560438188297721
0.6135,0.7443855724970416
0.61425,0.727671261866328
0.615,0.7366679067384443
0.61575,0.7553335259595162
0.6165,0.7364656585983479
0.61725,0.7418549935949021
0.618,0.7576051972775395
0.61875,0.7275297492004189
0.6195,0.7564672298982362
0.62025,0.7627827915980716
0.621,0.7671521164914968
0.62175,0.756556821671913
0.6225,0.7408198314440041
0.62325,0.7415556494915052
0.624,0.7343028265578811
0.62475,0.7462445373348721
0.6255000000000001,0.7494661907172971
0.62625,0.7388672087614745
0.627,0.7302455383048418
0.62775,0.695878763091975
